hub_id,name,lat,lon
2,Hub_Nha_Hat,10.776203141926668,106.70307831129868
4,Hub_Van_Thanh,10.797446923952664,106.716565530579
5,Hub_Tan_Cang,10.800162167868915,106.72478809568696
